Name,Event,Bookmaker,Last Update,Point
Tennessee Titans,New Orleans Saints vs Tennessee Titans,BetOnline.ag,2023-08-18T22:58:57Z,3.0
New Orleans Saints,New Orleans Saints vs Tennessee Titans,Bovada,2023-08-18T23:00:17Z,-3.0
Tennessee Titans,New Orleans Saints vs Tennessee Titans,Bovada,2023-08-18T23:00:17Z,3.0
New Orleans Saints,New Orleans Saints vs Tennessee Titans,BetMGM,2023-08-18T22:58:57Z,-3.0
Tennessee Titans,New Orleans Saints vs Tennessee Titans,BetMGM,2023-08-18T22:58:57Z,3.0
New Orleans Saints,New Orleans Saints vs Tennessee Titans,DraftKings,2023-08-18T22:58:57Z,-3.5
Tennessee Titans,New Orleans Saints vs Tennessee Titans,DraftKings,2023-08-18T22:58:57Z,3.5
New Orleans Saints,New Orleans Saints vs Tennessee Titans,Barstool Sportsbook,2023-08-18T23:00:18Z,-3.0
Tennessee Titans,New Orleans Saints vs Tennessee Titans,Barstool Sportsbook,2023-08-18T23:00:18Z,3.0
Los Angeles Rams,Seattle Seahawks vs Los Angeles Rams,FanDuel,2023-08-18T22:58:58Z,5.5
Seattle Seahawks,Seattle Seahawks vs Los Angeles Rams,FanDuel,2023-08-18T22:58:58Z,-5.5
Los Angeles Rams,Seattle Seahawks vs Los Angeles Rams,William Hill (US),2023-08-18T23:00:17Z,5.0
Seattle Seahawks,Seattle Seahawks vs Los Angeles Rams,William Hill (US),2023-08-18T23:00:17Z,-5.0
Los Angeles Rams,Seattle Seahawks vs Los Angeles Rams,MyBookie.ag,2023-08-18T22:58:57Z,5.5
Seattle Seahawks,Seattle Seahawks vs Los Angeles Rams,MyBookie.ag,2023-08-18T22:58:57Z,-5.5
Los Angeles Rams,Seattle Seahawks vs Los Angeles Rams,PointsBet (US),2023-08-18T22:58:57Z,5.5
Seattle Seahawks,Seattle Seahawks vs Los Angeles Rams,PointsBet (US),2023-08-18T22:58:57Z,-5.5
Los Angeles Rams,Seattle Seahawks vs Los Angeles Rams,BetRivers,2023-08-18T22:59:54Z,5.5
Seattle Seahawks,Seattle Seahawks vs Los Angeles Rams,BetRivers,2023-08-18T22:59:54Z,-5.5
Los Angeles Rams,Seattle Seahawks vs Los Angeles Rams,BetUS,2023-08-18T23:00:09Z,5.5
Seattle Seahawks,Seattle Seahawks vs Los Angeles Rams,BetUS,2023-08-18T23:00:09Z,-5.5
Los Angeles Rams,Seattle Seahawks vs Los Angeles Rams,LowVig.ag,2023-08-18T22:59:36Z,5.5
Seattle Seahawks,Seattle Seahawks vs Los Angeles Rams,LowVig.ag,2023-08-18T22:59:36Z,-5.5
Los Angeles Rams,Seattle Seahawks vs Los Angeles Rams,SuperBook,2023-08-18T22:58:58Z,5.0
Seattle Seahawks,Seattle Seahawks vs Los Angeles Rams,SuperBook,2023-08-18T22:58:58Z,-5.0
Los Angeles Rams,Seattle Seahawks vs Los Angeles Rams,Unibet,2023-08-18T22:58:57Z,5.5
Seattle Seahawks,Seattle Seahawks vs Los Angeles Rams,Unibet,2023-08-18T22:58:57Z,-5.5
Los Angeles Rams,Seattle Seahawks vs Los Angeles Rams,BetOnline.ag,2023-08-18T22:58:57Z,5.5
Seattle Seahawks,Seattle Seahawks vs Los Angeles Rams,BetOnline.ag,2023-08-18T22:58:57Z,-5.5
Los Angeles Rams,Seattle Seahawks vs Los Angeles Rams,Bovada,2023-08-18T23:00:17Z,5.5
Seattle Seahawks,Seattle Seahawks vs Los Angeles Rams,Bovada,2023-08-18T23:00:17Z,-5.5
Los Angeles Rams,Seattle Seahawks vs Los Angeles Rams,BetMGM,2023-08-18T22:58:57Z,5.5
Seattle Seahawks,Seattle Seahawks vs Los Angeles Rams,BetMGM,2023-08-18T22:58:57Z,-5.5
Los Angeles Rams,Seattle Seahawks vs Los Angeles Rams,DraftKings,2023-08-18T22:58:57Z,5.5
Seattle Seahawks,Seattle Seahawks vs Los Angeles Rams,DraftKings,2023-08-18T22:58:57Z,-5.5
Los Angeles Rams,Seattle Seahawks vs Los Angeles Rams,Barstool Sportsbook,2023-08-18T23:00:18Z,5.5
Seattle Seahawks,Seattle Seahawks vs Los Angeles Rams,Barstool Sportsbook,2023-08-18T23:00:18Z,-5.5
Chicago Bears,Chicago Bears vs Green Bay Packers,FanDuel,2023-08-18T22:58:58Z,-2.5
Green Bay Packers,Chicago Bears vs Green Bay Packers,FanDuel,2023-08-18T22:58:58Z,2.5
Chicago Bears,Chicago Bears vs Green Bay Packers,William Hill (US),2023-08-18T23:00:17Z,-2.5
Green Bay Packers,Chicago Bears vs Green Bay Packers,William Hill (US),2023-08-18T23:00:17Z,2.5
Chicago Bears,Chicago Bears vs Green Bay Packers,MyBookie.ag,2023-08-18T22:58:57Z,-2.5
Green Bay Packers,Chicago Bears vs Green Bay Packers,MyBookie.ag,2023-08-18T22:58:57Z,2.5
Chicago Bears,Chicago Bears vs Green Bay Packers,PointsBet (US),2023-08-18T22:58:57Z,-2.5
Green Bay Packers,Chicago Bears vs Green Bay Packers,PointsBet (US),2023-08-18T22:58:57Z,2.5
Chicago Bears,Chicago Bears vs Green Bay Packers,BetRivers,2023-08-18T22:59:54Z,-2.5
Green Bay Packers,Chicago Bears vs Green Bay Packers,BetRivers,2023-08-18T22:59:54Z,2.5
Chicago Bears,Chicago Bears vs Green Bay Packers,BetUS,2023-08-18T23:00:09Z,-2.5
Green Bay Packers,Chicago Bears vs Green Bay Packers,BetUS,2023-08-18T23:00:09Z,2.5
Chicago Bears,Chicago Bears vs Green Bay Packers,LowVig.ag,2023-08-18T22:59:36Z,-2.5
Green Bay Packers,Chicago Bears vs Green Bay Packers,LowVig.ag,2023-08-18T22:59:36Z,2.5
Chicago Bears,Chicago Bears vs Green Bay Packers,SuperBook,2023-08-18T22:58:58Z,-2.5
Green Bay Packers,Chicago Bears vs Green Bay Packers,SuperBook,2023-08-18T22:58:58Z,2.5
Chicago Bears,Chicago Bears vs Green Bay Packers,Unibet,2023-08-18T22:58:57Z,-2.5
Green Bay Packers,Chicago Bears vs Green Bay Packers,Unibet,2023-08-18T22:58:57Z,2.5
Chicago Bears,Chicago Bears vs Green Bay Packers,BetOnline.ag,2023-08-18T22:58:57Z,-2.5
Green Bay Packers,Chicago Bears vs Green Bay Packers,BetOnline.ag,2023-08-18T22:58:57Z,2.5
Chicago Bears,Chicago Bears vs Green Bay Packers,Bovada,2023-08-18T23:00:17Z,-2.5
Green Bay Packers,Chicago Bears vs Green Bay Packers,Bovada,2023-08-18T23:00:17Z,2.5
Chicago Bears,Chicago Bears vs Green Bay Packers,BetMGM,2023-08-18T22:58:57Z,-2.5
Green Bay Packers,Chicago Bears vs Green Bay Packers,BetMGM,2023-08-18T22:58:57Z,2.5
Chicago Bears,Chicago Bears vs Green Bay Packers,DraftKings,2023-08-18T22:58:57Z,-2.5
Green Bay Packers,Chicago Bears vs Green Bay Packers,DraftKings,2023-08-18T22:58:57Z,2.5
Chicago Bears,Chicago Bears vs Green Bay Packers,Barstool Sportsbook,2023-08-18T23:00:18Z,-3.0
Green Bay Packers,Chicago Bears vs Green Bay Packers,Barstool Sportsbook,2023-08-18T23:00:18Z,3.0
Denver Broncos,Denver Broncos vs Las Vegas Raiders,FanDuel,2023-08-18T22:58:58Z,-4.0
Las Vegas Raiders,Denver Broncos vs Las Vegas Raiders,FanDuel,2023-08-18T22:58:58Z,4.0
Denver Broncos,Denver Broncos vs Las Vegas Raiders,William Hill (US),2023-08-18T23:00:17Z,-4.5
Las Vegas Raiders,Denver Broncos vs Las Vegas Raiders,William Hill (US),2023-08-18T23:00:17Z,4.5
Denver Broncos,Denver Broncos vs Las Vegas Raiders,MyBookie.ag,2023-08-18T22:58:57Z,-4.0
Las Vegas Raiders,Denver Broncos vs Las Vegas Raiders,MyBookie.ag,2023-08-18T22:58:57Z,4.0
Denver Broncos,Denver Broncos vs Las Vegas Raiders,PointsBet (US),2023-08-18T22:58:57Z,-4.0
Las Vegas Raiders,Denver Broncos vs Las Vegas Raiders,PointsBet (US),2023-08-18T22:58:57Z,4.0
Denver Broncos,Denver Broncos vs Las Vegas Raiders,BetRivers,2023-08-18T22:59:54Z,-4.0
Las Vegas Raiders,Denver Broncos vs Las Vegas Raiders,BetRivers,2023-08-18T22:59:54Z,4.0
Denver Broncos,Denver Broncos vs Las Vegas Raiders,BetUS,2023-08-18T23:00:09Z,-4.5
Las Vegas Raiders,Denver Broncos vs Las Vegas Raiders,BetUS,2023-08-18T23:00:09Z,4.5
Denver Broncos,Denver Broncos vs Las Vegas Raiders,LowVig.ag,2023-08-18T22:59:36Z,-4.0
Las Vegas Raiders,Denver Broncos vs Las Vegas Raiders,LowVig.ag,2023-08-18T22:59:36Z,4.0
Denver Broncos,Denver Broncos vs Las Vegas Raiders,SuperBook,2023-08-18T22:58:58Z,-4.5
Las Vegas Raiders,Denver Broncos vs Las Vegas Raiders,SuperBook,2023-08-18T22:58:58Z,4.5
Denver Broncos,Denver Broncos vs Las Vegas Raiders,Unibet,2023-08-18T22:58:57Z,-4.0
Las Vegas Raiders,Denver Broncos vs Las Vegas Raiders,Unibet,2023-08-18T22:58:57Z,4.0
Denver Broncos,Denver Broncos vs Las Vegas Raiders,BetOnline.ag,2023-08-18T22:58:57Z,-4.0
Las Vegas Raiders,Denver Broncos vs Las Vegas Raiders,BetOnline.ag,2023-08-18T22:58:57Z,4.0
Denver Broncos,Denver Broncos vs Las Vegas Raiders,Bovada,2023-08-18T23:00:17Z,-4.0
Las Vegas Raiders,Denver Broncos vs Las Vegas Raiders,Bovada,2023-08-18T23:00:17Z,4.0
Denver Broncos,Denver Broncos vs Las Vegas Raiders,BetMGM,2023-08-18T22:58:57Z,-4.5
Las Vegas Raiders,Denver Broncos vs Las Vegas Raiders,BetMGM,2023-08-18T22:58:57Z,4.5
Denver Broncos,Denver Broncos vs Las Vegas Raiders,DraftKings,2023-08-18T22:58:57Z,-4.0
Las Vegas Raiders,Denver Broncos vs Las Vegas Raiders,DraftKings,2023-08-18T22:58:57Z,4.0
Denver Broncos,Denver Broncos vs Las Vegas Raiders,Barstool Sportsbook,2023-08-18T23:00:18Z,-4.5
Las Vegas Raiders,Denver Broncos vs Las Vegas Raiders,Barstool Sportsbook,2023-08-18T23:00:18Z,4.5
Los Angeles Chargers,Los Angeles Chargers vs Miami Dolphins,FanDuel,2023-08-18T22:58:58Z,-2.5
Miami Dolphins,Los Angeles Chargers vs Miami Dolphins,FanDuel,2023-08-18T22:58:58Z,2.5
Los Angeles Chargers,Los Angeles Chargers vs Miami Dolphins,William Hill (US),2023-08-18T23:00:17Z,-3.0
Miami Dolphins,Los Angeles Chargers vs Miami Dolphins,William Hill (US),2023-08-18T23:00:17Z,3.0
Los Angeles Chargers,Los Angeles Chargers vs Miami Dolphins,MyBookie.ag,2023-08-18T22:58:57Z,-3.0
Miami Dolphins,Los Angeles Chargers vs Miami Dolphins,MyBookie.ag,2023-08-18T22:58:57Z,3.0
Los Angeles Chargers,Los Angeles Chargers vs Miami Dolphins,PointsBet (US),2023-08-18T22:58:57Z,-2.5
Miami Dolphins,Los Angeles Chargers vs Miami Dolphins,PointsBet (US),2023-08-18T22:58:57Z,2.5
Los Angeles Chargers,Los Angeles Chargers vs Miami Dolphins,BetRivers,2023-08-18T22:59:54Z,-3.0
Miami Dolphins,Los Angeles Chargers vs Miami Dolphins,BetRivers,2023-08-18T22:59:54Z,3.0
Los Angeles Chargers,Los Angeles Chargers vs Miami Dolphins,BetUS,2023-08-18T23:00:09Z,-3.0
Miami Dolphins,Los Angeles Chargers vs Miami Dolphins,BetUS,2023-08-18T23:00:09Z,3.0
Los Angeles Chargers,Los Angeles Chargers vs Miami Dolphins,LowVig.ag,2023-08-18T22:59:36Z,-3.0
Miami Dolphins,Los Angeles Chargers vs Miami Dolphins,LowVig.ag,2023-08-18T22:59:36Z,3.0
Los Angeles Chargers,Los Angeles Chargers vs Miami Dolphins,SuperBook,2023-08-18T22:58:58Z,-3.0
Miami Dolphins,Los Angeles Chargers vs Miami Dolphins,SuperBook,2023-08-18T22:58:58Z,3.0
Los Angeles Chargers,Los Angeles Chargers vs Miami Dolphins,Unibet,2023-08-18T22:58:57Z,-3.0
Miami Dolphins,Los Angeles Chargers vs Miami Dolphins,Unibet,2023-08-18T22:58:57Z,3.0
Los Angeles Chargers,Los Angeles Chargers vs Miami Dolphins,BetOnline.ag,2023-08-18T22:58:57Z,-3.0
Miami Dolphins,Los Angeles Chargers vs Miami Dolphins,BetOnline.ag,2023-08-18T22:58:57Z,3.0
Los Angeles Chargers,Los Angeles Chargers vs Miami Dolphins,Bovada,2023-08-18T23:00:17Z,-3.0
Miami Dolphins,Los Angeles Chargers vs Miami Dolphins,Bovada,2023-08-18T23:00:17Z,3.0
Los Angeles Chargers,Los Angeles Chargers vs Miami Dolphins,BetMGM,2023-08-18T22:58:57Z,-3.0
Miami Dolphins,Los Angeles Chargers vs Miami Dolphins,BetMGM,2023-08-18T22:58:57Z,3.0
Los Angeles Chargers,Los Angeles Chargers vs Miami Dolphins,DraftKings,2023-08-18T22:58:57Z,-2.5
Miami Dolphins,Los Angeles Chargers vs Miami Dolphins,DraftKings,2023-08-18T22:58:57Z,2.5
Los Angeles Chargers,Los Angeles Chargers vs Miami Dolphins,Barstool Sportsbook,2023-08-18T23:00:18Z,-3.0
Miami Dolphins,Los Angeles Chargers vs Miami Dolphins,Barstool Sportsbook,2023-08-18T23:00:18Z,3.0
New England Patriots,New England Patriots vs Philadelphia Eagles,FanDuel,2023-08-18T22:58:58Z,4.5
Philadelphia Eagles,New England Patriots vs Philadelphia Eagles,FanDuel,2023-08-18T22:58:58Z,-4.5
New England Patriots,New England Patriots vs Philadelphia Eagles,William Hill (US),2023-08-18T23:00:17Z,4.5
Philadelphia Eagles,New England Patriots vs Philadelphia Eagles,William Hill (US),2023-08-18T23:00:17Z,-4.5
New England Patriots,New England Patriots vs Philadelphia Eagles,MyBookie.ag,2023-08-18T22:58:57Z,5.0
Philadelphia Eagles,New England Patriots vs Philadelphia Eagles,MyBookie.ag,2023-08-18T22:58:57Z,-5.0
New England Patriots,New England Patriots vs Philadelphia Eagles,PointsBet (US),2023-08-18T22:58:57Z,4.0
Philadelphia Eagles,New England Patriots vs Philadelphia Eagles,PointsBet (US),2023-08-18T22:58:57Z,-4.0
New England Patriots,New England Patriots vs Philadelphia Eagles,BetRivers,2023-08-18T22:59:54Z,5.0
Philadelphia Eagles,New England Patriots vs Philadelphia Eagles,BetRivers,2023-08-18T22:59:54Z,-5.0
New England Patriots,New England Patriots vs Philadelphia Eagles,BetUS,2023-08-18T23:00:09Z,4.5
Philadelphia Eagles,New England Patriots vs Philadelphia Eagles,BetUS,2023-08-18T23:00:09Z,-4.5
New England Patriots,New England Patriots vs Philadelphia Eagles,LowVig.ag,2023-08-18T22:59:36Z,4.0
Philadelphia Eagles,New England Patriots vs Philadelphia Eagles,LowVig.ag,2023-08-18T22:59:36Z,-4.0
New England Patriots,New England Patriots vs Philadelphia Eagles,SuperBook,2023-08-18T22:58:58Z,5.0
Philadelphia Eagles,New England Patriots vs Philadelphia Eagles,SuperBook,2023-08-18T22:58:58Z,-5.0
New England Patriots,New England Patriots vs Philadelphia Eagles,Unibet,2023-08-18T22:58:57Z,5.0
Philadelphia Eagles,New England Patriots vs Philadelphia Eagles,Unibet,2023-08-18T22:58:57Z,-5.0
New England Patriots,New England Patriots vs Philadelphia Eagles,BetOnline.ag,2023-08-18T22:58:57Z,4.0
Philadelphia Eagles,New England Patriots vs Philadelphia Eagles,BetOnline.ag,2023-08-18T22:58:57Z,-4.0
New England Patriots,New England Patriots vs Philadelphia Eagles,Bovada,2023-08-18T23:00:17Z,4.5
Philadelphia Eagles,New England Patriots vs Philadelphia Eagles,Bovada,2023-08-18T23:00:17Z,-4.5
New England Patriots,New England Patriots vs Philadelphia Eagles,BetMGM,2023-08-18T22:58:57Z,4.5
Philadelphia Eagles,New England Patriots vs Philadelphia Eagles,BetMGM,2023-08-18T22:58:57Z,-4.5
New England Patriots,New England Patriots vs Philadelphia Eagles,DraftKings,2023-08-18T22:58:57Z,4.0
Philadelphia Eagles,New England Patriots vs Philadelphia Eagles,DraftKings,2023-08-18T22:58:57Z,-4.0
New England Patriots,New England Patriots vs Philadelphia Eagles,Barstool Sportsbook,2023-08-18T23:00:18Z,4.5
Philadelphia Eagles,New England Patriots vs Philadelphia Eagles,Barstool Sportsbook,2023-08-18T23:00:18Z,-4.5
Dallas Cowboys,New York Giants vs Dallas Cowboys,FanDuel,2023-08-18T22:58:58Z,-3.5
New York Giants,New York Giants vs Dallas Cowboys,FanDuel,2023-08-18T22:58:58Z,3.5
Dallas Cowboys,New York Giants vs Dallas Cowboys,William Hill (US),2023-08-18T23:00:17Z,-3.5
New York Giants,New York Giants vs Dallas Cowboys,William Hill (US),2023-08-18T23:00:17Z,3.5
Dallas Cowboys,New York Giants vs Dallas Cowboys,MyBookie.ag,2023-08-18T22:58:57Z,-3.0
New York Giants,New York Giants vs Dallas Cowboys,MyBookie.ag,2023-08-18T22:58:57Z,3.0
Dallas Cowboys,New York Giants vs Dallas Cowboys,PointsBet (US),2023-08-18T22:58:57Z,-3.0
New York Giants,New York Giants vs Dallas Cowboys,PointsBet (US),2023-08-18T22:58:57Z,3.0
Dallas Cowboys,New York Giants vs Dallas Cowboys,BetRivers,2023-08-18T22:59:54Z,-3.0
New York Giants,New York Giants vs Dallas Cowboys,BetRivers,2023-08-18T22:59:54Z,3.0
Dallas Cowboys,New York Giants vs Dallas Cowboys,BetUS,2023-08-18T23:00:09Z,-3.5
New York Giants,New York Giants vs Dallas Cowboys,BetUS,2023-08-18T23:00:09Z,3.5
Dallas Cowboys,New York Giants vs Dallas Cowboys,LowVig.ag,2023-08-18T22:59:36Z,-3.5
New York Giants,New York Giants vs Dallas Cowboys,LowVig.ag,2023-08-18T22:59:36Z,3.5
Dallas Cowboys,New York Giants vs Dallas Cowboys,SuperBook,2023-08-18T22:58:58Z,-3.5
New York Giants,New York Giants vs Dallas Cowboys,SuperBook,2023-08-18T22:58:58Z,3.5
Dallas Cowboys,New York Giants vs Dallas Cowboys,Unibet,2023-08-18T22:58:57Z,-3.5
New York Giants,New York Giants vs Dallas Cowboys,Unibet,2023-08-18T22:58:57Z,3.5
Dallas Cowboys,New York Giants vs Dallas Cowboys,BetOnline.ag,2023-08-18T22:58:57Z,-3.5
New York Giants,New York Giants vs Dallas Cowboys,BetOnline.ag,2023-08-18T22:58:57Z,3.5
Dallas Cowboys,New York Giants vs Dallas Cowboys,Bovada,2023-08-18T23:00:17Z,-3.0
New York Giants,New York Giants vs Dallas Cowboys,Bovada,2023-08-18T23:00:17Z,3.0
Dallas Cowboys,New York Giants vs Dallas Cowboys,BetMGM,2023-08-18T22:58:57Z,-3.5
New York Giants,New York Giants vs Dallas Cowboys,BetMGM,2023-08-18T22:58:57Z,3.5
Dallas Cowboys,New York Giants vs Dallas Cowboys,DraftKings,2023-08-18T22:58:57Z,-3.0
New York Giants,New York Giants vs Dallas Cowboys,DraftKings,2023-08-18T22:58:57Z,3.0
Dallas Cowboys,New York Giants vs Dallas Cowboys,Barstool Sportsbook,2023-08-18T23:00:18Z,-3.5
New York Giants,New York Giants vs Dallas Cowboys,Barstool Sportsbook,2023-08-18T23:00:18Z,3.5
Buffalo Bills,New York Jets vs Buffalo Bills,FanDuel,2023-08-18T22:58:58Z,-1.5
New York Jets,New York Jets vs Buffalo Bills,FanDuel,2023-08-18T22:58:58Z,1.5
Buffalo Bills,New York Jets vs Buffalo Bills,William Hill (US),2023-08-18T23:00:17Z,-1.5
New York Jets,New York Jets vs Buffalo Bills,William Hill (US),2023-08-18T23:00:17Z,1.5
Buffalo Bills,New York Jets vs Buffalo Bills,MyBookie.ag,2023-08-18T22:58:57Z,-1.5
New York Jets,New York Jets vs Buffalo Bills,MyBookie.ag,2023-08-18T22:58:57Z,1.5
Buffalo Bills,New York Jets vs Buffalo Bills,PointsBet (US),2023-08-18T22:58:57Z,-2.0
New York Jets,New York Jets vs Buffalo Bills,PointsBet (US),2023-08-18T22:58:57Z,2.0
Buffalo Bills,New York Jets vs Buffalo Bills,BetRivers,2023-08-18T22:59:54Z,-2.0
New York Jets,New York Jets vs Buffalo Bills,BetRivers,2023-08-18T22:59:54Z,2.0
Buffalo Bills,New York Jets vs Buffalo Bills,BetUS,2023-08-18T23:00:09Z,-2.0
New York Jets,New York Jets vs Buffalo Bills,BetUS,2023-08-18T23:00:09Z,2.0
Buffalo Bills,New York Jets vs Buffalo Bills,LowVig.ag,2023-08-18T22:59:36Z,-1.5
New York Jets,New York Jets vs Buffalo Bills,LowVig.ag,2023-08-18T22:59:36Z,1.5
Buffalo Bills,New York Jets vs Buffalo Bills,SuperBook,2023-08-18T22:58:58Z,-2.0
New York Jets,New York Jets vs Buffalo Bills,SuperBook,2023-08-18T22:58:58Z,2.0
Buffalo Bills,New York Jets vs Buffalo Bills,Unibet,2023-08-18T22:58:57Z,-2.0
New York Jets,New York Jets vs Buffalo Bills,Unibet,2023-08-18T22:58:57Z,2.0
Buffalo Bills,New York Jets vs Buffalo Bills,BetOnline.ag,2023-08-18T22:58:57Z,-1.5
New York Jets,New York Jets vs Buffalo Bills,BetOnline.ag,2023-08-18T22:58:57Z,1.5
Buffalo Bills,New York Jets vs Buffalo Bills,Bovada,2023-08-18T23:00:17Z,-2.0
New York Jets,New York Jets vs Buffalo Bills,Bovada,2023-08-18T23:00:17Z,2.0
Buffalo Bills,New York Jets vs Buffalo Bills,BetMGM,2023-08-18T22:58:57Z,-1.5
New York Jets,New York Jets vs Buffalo Bills,BetMGM,2023-08-18T22:58:57Z,1.5
Buffalo Bills,New York Jets vs Buffalo Bills,DraftKings,2023-08-18T22:58:57Z,-1.5
New York Jets,New York Jets vs Buffalo Bills,DraftKings,2023-08-18T22:58:57Z,1.5
Buffalo Bills,New York Jets vs Buffalo Bills,Barstool Sportsbook,2023-08-18T23:00:18Z,-1.5
New York Jets,New York Jets vs Buffalo Bills,Barstool Sportsbook,2023-08-18T23:00:18Z,1.5
Minnesota Vikings,Philadelphia Eagles vs Minnesota Vikings,DraftKings,2023-08-18T22:58:57Z,7.0
Philadelphia Eagles,Philadelphia Eagles vs Minnesota Vikings,DraftKings,2023-08-18T22:58:57Z,-7.0
Minnesota Vikings,Philadelphia Eagles vs Minnesota Vikings,William Hill (US),2023-08-18T23:00:17Z,6.0
Philadelphia Eagles,Philadelphia Eagles vs Minnesota Vikings,William Hill (US),2023-08-18T23:00:17Z,-6.0
Minnesota Vikings,Philadelphia Eagles vs Minnesota Vikings,Unibet,2023-08-18T22:58:57Z,6.5
Philadelphia Eagles,Philadelphia Eagles vs Minnesota Vikings,Unibet,2023-08-18T22:58:57Z,-6.5
Minnesota Vikings,Philadelphia Eagles vs Minnesota Vikings,BetUS,2023-08-18T23:00:09Z,7.0
Philadelphia Eagles,Philadelphia Eagles vs Minnesota Vikings,BetUS,2023-08-18T23:00:09Z,-7.0
Minnesota Vikings,Philadelphia Eagles vs Minnesota Vikings,BetRivers,2023-08-18T22:59:54Z,6.5
Philadelphia Eagles,Philadelphia Eagles vs Minnesota Vikings,BetRivers,2023-08-18T22:59:54Z,-6.5
Atlanta Falcons,Atlanta Falcons vs Green Bay Packers,DraftKings,2023-08-18T22:58:57Z,-1.5
Green Bay Packers,Atlanta Falcons vs Green Bay Packers,DraftKings,2023-08-18T22:58:57Z,1.5
Atlanta Falcons,Atlanta Falcons vs Green Bay Packers,William Hill (US),2023-08-18T23:00:17Z,-1.5
Green Bay Packers,Atlanta Falcons vs Green Bay Packers,William Hill (US),2023-08-18T23:00:17Z,1.5
Atlanta Falcons,Atlanta Falcons vs Green Bay Packers,Unibet,2023-08-18T22:58:57Z,-2.0
Green Bay Packers,Atlanta Falcons vs Green Bay Packers,Unibet,2023-08-18T22:58:57Z,2.0
Atlanta Falcons,Atlanta Falcons vs Green Bay Packers,BetUS,2023-08-18T23:00:09Z,-1.5
Green Bay Packers,Atlanta Falcons vs Green Bay Packers,BetUS,2023-08-18T23:00:09Z,1.5
Atlanta Falcons,Atlanta Falcons vs Green Bay Packers,BetRivers,2023-08-18T22:59:54Z,-2.0
Green Bay Packers,Atlanta Falcons vs Green Bay Packers,BetRivers,2023-08-18T22:59:54Z,2.0
Baltimore Ravens,Cincinnati Bengals vs Baltimore Ravens,DraftKings,2023-08-18T22:58:57Z,3.5
Cincinnati Bengals,Cincinnati Bengals vs Baltimore Ravens,DraftKings,2023-08-18T22:58:57Z,-3.5
Baltimore Ravens,Cincinnati Bengals vs Baltimore Ravens,Unibet,2023-08-18T22:58:57Z,3.0
Cincinnati Bengals,Cincinnati Bengals vs Baltimore Ravens,Unibet,2023-08-18T22:58:57Z,-3.0
Baltimore Ravens,Cincinnati Bengals vs Baltimore Ravens,BetRivers,2023-08-18T22:59:54Z,3.0
Cincinnati Bengals,Cincinnati Bengals vs Baltimore Ravens,BetRivers,2023-08-18T22:59:54Z,-3.0
Baltimore Ravens,Cincinnati Bengals vs Baltimore Ravens,BetUS,2023-08-18T23:00:09Z,3.5
Cincinnati Bengals,Cincinnati Bengals vs Baltimore Ravens,BetUS,2023-08-18T23:00:09Z,-3.5
Buffalo Bills,Buffalo Bills vs Las Vegas Raiders,DraftKings,2023-08-18T22:58:57Z,-8.0
Las Vegas Raiders,Buffalo Bills vs Las Vegas Raiders,DraftKings,2023-08-18T22:58:57Z,8.0
Buffalo Bills,Buffalo Bills vs Las Vegas Raiders,William Hill (US),2023-08-18T23:00:17Z,-8.0
Las Vegas Raiders,Buffalo Bills vs Las Vegas Raiders,William Hill (US),2023-08-18T23:00:17Z,8.0
Buffalo Bills,Buffalo Bills vs Las Vegas Raiders,Unibet,2023-08-18T22:58:57Z,-8.5
Las Vegas Raiders,Buffalo Bills vs Las Vegas Raiders,Unibet,2023-08-18T22:58:57Z,8.5
Buffalo Bills,Buffalo Bills vs Las Vegas Raiders,BetRivers,2023-08-18T22:59:54Z,-8.5
Las Vegas Raiders,Buffalo Bills vs Las Vegas Raiders,BetRivers,2023-08-18T22:59:54Z,8.5
Chicago Bears,Tampa Bay Buccaneers vs Chicago Bears,DraftKings,2023-08-18T22:58:57Z,-1.5
Tampa Bay Buccaneers,Tampa Bay Buccaneers vs Chicago Bears,DraftKings,2023-08-18T22:58:57Z,1.5
Chicago Bears,Tampa Bay Buccaneers vs Chicago Bears,William Hill (US),2023-08-18T23:00:17Z,-1.0
Tampa Bay Buccaneers,Tampa Bay Buccaneers vs Chicago Bears,William Hill (US),2023-08-18T23:00:17Z,1.0
Chicago Bears,Tampa Bay Buccaneers vs Chicago Bears,Unibet,2023-08-18T22:58:57Z,-1.0
Tampa Bay Buccaneers,Tampa Bay Buccaneers vs Chicago Bears,Unibet,2023-08-18T22:58:57Z,1.0
Chicago Bears,Tampa Bay Buccaneers vs Chicago Bears,BetRivers,2023-08-18T22:59:54Z,-1.0
Tampa Bay Buccaneers,Tampa Bay Buccaneers vs Chicago Bears,BetRivers,2023-08-18T22:59:54Z,1.0
Detroit Lions,Detroit Lions vs Seattle Seahawks,DraftKings,2023-08-18T22:58:57Z,-2.5
Seattle Seahawks,Detroit Lions vs Seattle Seahawks,DraftKings,2023-08-18T22:58:57Z,2.5
Detroit Lions,Detroit Lions vs Seattle Seahawks,William Hill (US),2023-08-18T23:00:17Z,-3.0
Seattle Seahawks,Detroit Lions vs Seattle Seahawks,William Hill (US),2023-08-18T23:00:17Z,3.0
Detroit Lions,Detroit Lions vs Seattle Seahawks,Unibet,2023-08-18T22:58:57Z,-2.5
Seattle Seahawks,Detroit Lions vs Seattle Seahawks,Unibet,2023-08-18T22:58:57Z,2.5
